year,skew,excess_kurtosis,gpd_xi,tail_alpha,evt_var99,gauss_var99,hist_var99
2024,-1.2415398237735278,117.21994969640298,0.2645977595268523,2.6661504755575667,0.0036891712136263477,0.0031898045127272674,0.0036706348084390833
2026,0.23866391341628326,161.93094160904727,0.2503676238404708,2.6779410583116032,0.0020320241222373373,0.001768954826702527,0.002029136126296256
